开始时间,结束时间,粒度,云环境,服务器ID,服务器名称,服务器当前使用功率(W),CPU温度(℃)
2023-01-03 16:00:00,2023-01-03 16:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,512,49.0
2023-01-03 15:55:00,2023-01-03 16:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,45.5
2023-01-03 15:50:00,2023-01-03 15:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,512,44.25
2023-01-03 15:45:00,2023-01-03 15:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,514,49.5
2023-01-03 15:40:00,2023-01-03 15:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,511,44.25
2023-01-03 15:35:00,2023-01-03 15:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,49.25
2023-01-03 15:30:00,2023-01-03 15:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,513,44.0
2023-01-03 15:25:00,2023-01-03 15:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,50.75
2023-01-03 15:20:00,2023-01-03 15:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,45.0
2023-01-03 15:15:00,2023-01-03 15:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,49.25
2023-01-03 15:10:00,2023-01-03 15:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,45.75
2023-01-03 15:05:00,2023-01-03 15:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,47.25
2023-01-03 15:00:00,2023-01-03 15:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,514,48.5
2023-01-03 14:55:00,2023-01-03 15:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,44.25
2023-01-03 14:50:00,2023-01-03 14:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,50.75
2023-01-03 14:45:00,2023-01-03 14:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,506,46.5
2023-01-03 14:40:00,2023-01-03 14:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,45.25
2023-01-03 14:35:00,2023-01-03 14:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,49.0
2023-01-03 14:30:00,2023-01-03 14:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,44.75
2023-01-03 14:25:00,2023-01-03 14:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,49.5
2023-01-03 14:20:00,2023-01-03 14:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,46.5
2023-01-03 14:15:00,2023-01-03 14:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,511,45.75
2023-01-03 14:10:00,2023-01-03 14:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,527,49.75
2023-01-03 14:05:00,2023-01-03 14:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,45.75
2023-01-03 14:00:00,2023-01-03 14:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,511,50.5
2023-01-03 13:55:00,2023-01-03 14:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,44.75
2023-01-03 13:50:00,2023-01-03 13:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,50.0
2023-01-03 13:45:00,2023-01-03 13:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,46.25
2023-01-03 13:40:00,2023-01-03 13:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,45.0
2023-01-03 13:35:00,2023-01-03 13:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,49.5
2023-01-03 13:30:00,2023-01-03 13:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,45.5
2023-01-03 13:25:00,2023-01-03 13:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,48.5
2023-01-03 13:20:00,2023-01-03 13:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,517,43.5
2023-01-03 13:15:00,2023-01-03 13:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,46.75
2023-01-03 13:10:00,2023-01-03 13:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,512,45.0
2023-01-03 13:05:00,2023-01-03 13:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,47.5
2023-01-03 13:00:00,2023-01-03 13:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,510,45.25
2023-01-03 12:55:00,2023-01-03 13:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,581,49.25
2023-01-03 12:50:00,2023-01-03 12:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,566,49.0
2023-01-03 12:45:00,2023-01-03 12:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,574,49.0
2023-01-03 12:40:00,2023-01-03 12:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,585,49.5
2023-01-03 12:35:00,2023-01-03 12:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,582,49.5
2023-01-03 12:30:00,2023-01-03 12:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,605,49.75
2023-01-03 12:25:00,2023-01-03 12:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,600,49.25
2023-01-03 12:20:00,2023-01-03 12:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,600,50.25
2023-01-03 12:15:00,2023-01-03 12:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,580,49.5
2023-01-03 12:10:00,2023-01-03 12:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,577,49.5
2023-01-03 12:05:00,2023-01-03 12:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,581,48.25
2023-01-03 12:00:00,2023-01-03 12:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,610,49.5
2023-01-03 11:55:00,2023-01-03 12:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,563,48.5
2023-01-03 11:50:00,2023-01-03 11:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,561,48.5
2023-01-03 11:45:00,2023-01-03 11:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,574,50.25
2023-01-03 11:40:00,2023-01-03 11:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,589,49.75
2023-01-03 11:35:00,2023-01-03 11:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,570,47.5
2023-01-03 11:30:00,2023-01-03 11:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,588,48.25
2023-01-03 11:25:00,2023-01-03 11:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,592,48.5
2023-01-03 11:20:00,2023-01-03 11:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,569,47.5
2023-01-03 11:15:00,2023-01-03 11:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,583,48.25
2023-01-03 11:10:00,2023-01-03 11:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,580,49.25
2023-01-03 11:05:00,2023-01-03 11:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,562,47.5
2023-01-03 11:00:00,2023-01-03 11:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,567,47.75
2023-01-03 10:55:00,2023-01-03 11:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,578,48.0
2023-01-03 10:50:00,2023-01-03 10:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,589,49.25
2023-01-03 10:45:00,2023-01-03 10:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,582,49.5
2023-01-03 10:40:00,2023-01-03 10:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,579,49.0
2023-01-03 10:35:00,2023-01-03 10:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,585,48.5
2023-01-03 10:30:00,2023-01-03 10:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,570,46.75
2023-01-03 10:25:00,2023-01-03 10:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,579,48.0
2023-01-03 10:20:00,2023-01-03 10:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,574,48.0
2023-01-03 10:15:00,2023-01-03 10:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,569,47.0
2023-01-03 10:10:00,2023-01-03 10:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,582,49.5
2023-01-03 10:05:00,2023-01-03 10:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,562,49.25
2023-01-03 10:00:00,2023-01-03 10:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,592,48.25
2023-01-03 09:55:00,2023-01-03 10:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,554,52.75
2023-01-03 09:50:00,2023-01-03 09:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,606,50.25
2023-01-03 09:45:00,2023-01-03 09:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,549,52.5
2023-01-03 09:40:00,2023-01-03 09:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,588,50.25
2023-01-03 09:35:00,2023-01-03 09:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,547,51.75
2023-01-03 09:30:00,2023-01-03 09:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,546,52.25
2023-01-03 09:25:00,2023-01-03 09:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,550,49.25
2023-01-03 09:20:00,2023-01-03 09:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,533,54.0
2023-01-03 09:15:00,2023-01-03 09:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,568,53.5
2023-01-03 09:10:00,2023-01-03 09:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,584,54.5
2023-01-03 09:05:00,2023-01-03 09:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,553,55.0
2023-01-03 09:00:00,2023-01-03 09:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,535,54.0
2023-01-03 08:55:00,2023-01-03 09:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,565,53.25
2023-01-03 08:50:00,2023-01-03 08:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,565,53.25
2023-01-03 08:45:00,2023-01-03 08:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,555,54.25
2023-01-03 08:40:00,2023-01-03 08:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,543,53.25
2023-01-03 08:35:00,2023-01-03 08:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,541,53.75
2023-01-03 08:30:00,2023-01-03 08:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,541,53.25
2023-01-03 08:25:00,2023-01-03 08:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,535,52.75
2023-01-03 08:20:00,2023-01-03 08:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,521,52.75
2023-01-03 08:15:00,2023-01-03 08:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,528,52.75
2023-01-03 08:10:00,2023-01-03 08:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,538,55.0
2023-01-03 08:05:00,2023-01-03 08:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,565,55.25
2023-01-03 08:00:00,2023-01-03 08:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,555,54.75
2023-01-03 07:55:00,2023-01-03 08:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,521,52.75
2023-01-03 07:50:00,2023-01-03 07:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,547,54.0
2023-01-03 07:45:00,2023-01-03 07:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,521,53.5
2023-01-03 07:40:00,2023-01-03 07:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,537,55.0
2023-01-03 07:35:00,2023-01-03 07:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,572,55.5
2023-01-03 07:30:00,2023-01-03 07:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,573,55.75
2023-01-03 07:25:00,2023-01-03 07:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,564,54.25
2023-01-03 07:20:00,2023-01-03 07:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,550,54.25
2023-01-03 07:15:00,2023-01-03 07:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,537,54.0
2023-01-03 07:10:00,2023-01-03 07:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,543,55.75
2023-01-03 07:05:00,2023-01-03 07:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,582,57.0
2023-01-03 07:00:00,2023-01-03 07:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,573,54.25
2023-01-03 06:55:00,2023-01-03 07:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,544,53.0
2023-01-03 06:50:00,2023-01-03 06:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,549,53.75
2023-01-03 06:45:00,2023-01-03 06:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,559,54.25
2023-01-03 06:40:00,2023-01-03 06:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,560,54.25
2023-01-03 06:35:00,2023-01-03 06:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,524,52.25
2023-01-03 06:30:00,2023-01-03 06:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,549,53.25
2023-01-03 06:25:00,2023-01-03 06:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,548,53.75
2023-01-03 06:20:00,2023-01-03 06:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,538,53.0
2023-01-03 06:15:00,2023-01-03 06:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,534,53.75
2023-01-03 06:10:00,2023-01-03 06:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,548,54.0
2023-01-03 06:05:00,2023-01-03 06:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,629,57.75
2023-01-03 06:00:00,2023-01-03 06:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,548,55.5
2023-01-03 05:55:00,2023-01-03 06:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,549,55.0
2023-01-03 05:50:00,2023-01-03 05:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,546,54.5
2023-01-03 05:45:00,2023-01-03 05:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,535,55.5
2023-01-03 05:40:00,2023-01-03 05:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,596,57.5
2023-01-03 05:35:00,2023-01-03 05:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,573,57.0
2023-01-03 05:30:00,2023-01-03 05:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,565,56.25
2023-01-03 05:25:00,2023-01-03 05:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,571,56.0
2023-01-03 05:20:00,2023-01-03 05:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,564,55.5
2023-01-03 05:15:00,2023-01-03 05:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,573,57.0
2023-01-03 05:10:00,2023-01-03 05:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,577,56.25
2023-01-03 05:05:00,2023-01-03 05:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,596,56.5
2023-01-03 05:00:00,2023-01-03 05:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,593,56.25
2023-01-03 04:55:00,2023-01-03 05:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,600,56.5
2023-01-03 04:50:00,2023-01-03 04:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,588,56.0
2023-01-03 04:45:00,2023-01-03 04:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,599,55.5
2023-01-03 04:40:00,2023-01-03 04:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,605,55.5
2023-01-03 04:35:00,2023-01-03 04:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,591,55.5
2023-01-03 04:30:00,2023-01-03 04:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,620,57.0
2023-01-03 04:25:00,2023-01-03 04:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,587,56.0
2023-01-03 04:20:00,2023-01-03 04:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,597,55.5
2023-01-03 04:15:00,2023-01-03 04:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,608,56.0
2023-01-03 04:10:00,2023-01-03 04:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,593,55.5
2023-01-03 04:05:00,2023-01-03 04:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,593,56.75
2023-01-03 04:00:00,2023-01-03 04:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,574,55.25
2023-01-03 03:55:00,2023-01-03 04:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,543,54.5
2023-01-03 03:50:00,2023-01-03 03:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,576,57.0
2023-01-03 03:45:00,2023-01-03 03:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,565,57.0
2023-01-03 03:40:00,2023-01-03 03:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,563,57.25
2023-01-03 03:35:00,2023-01-03 03:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,564,57.0
2023-01-03 03:30:00,2023-01-03 03:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,593,57.25
2023-01-03 03:25:00,2023-01-03 03:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,559,55.5
2023-01-03 03:20:00,2023-01-03 03:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,538,55.75
2023-01-03 03:15:00,2023-01-03 03:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,561,55.5
2023-01-03 03:10:00,2023-01-03 03:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,531,53.75
2023-01-03 03:05:00,2023-01-03 03:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,530,55.75
2023-01-03 03:00:00,2023-01-03 03:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,539,55.25
2023-01-03 02:55:00,2023-01-03 03:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,561,56.5
2023-01-03 02:50:00,2023-01-03 02:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,556,55.5
2023-01-03 02:45:00,2023-01-03 02:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,550,55.0
2023-01-03 02:40:00,2023-01-03 02:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,554,55.5
2023-01-03 02:35:00,2023-01-03 02:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,545,54.25
2023-01-03 02:30:00,2023-01-03 02:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,565,55.75
2023-01-03 02:25:00,2023-01-03 02:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,538,54.25
2023-01-03 02:20:00,2023-01-03 02:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,546,55.75
2023-01-03 02:15:00,2023-01-03 02:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,545,56.25
2023-01-03 02:10:00,2023-01-03 02:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,547,56.25
2023-01-03 02:05:00,2023-01-03 02:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,570,56.75
2023-01-03 02:00:00,2023-01-03 02:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,571,56.25
2023-01-03 01:55:00,2023-01-03 02:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,546,55.0
2023-01-03 01:50:00,2023-01-03 01:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,555,55.0
2023-01-03 01:45:00,2023-01-03 01:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,559,54.0
2023-01-03 01:40:00,2023-01-03 01:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,558,54.75
2023-01-03 01:35:00,2023-01-03 01:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,581,54.5
2023-01-03 01:30:00,2023-01-03 01:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,547,54.75
2023-01-03 01:25:00,2023-01-03 01:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,561,53.75
2023-01-03 01:20:00,2023-01-03 01:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,540,54.75
2023-01-03 01:15:00,2023-01-03 01:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,544,53.75
2023-01-03 01:10:00,2023-01-03 01:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,569,54.5
2023-01-03 01:05:00,2023-01-03 01:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,548,54.25
2023-01-03 01:00:00,2023-01-03 01:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,573,55.0
2023-01-03 00:55:00,2023-01-03 01:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,581,55.0
2023-01-03 00:50:00,2023-01-03 00:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,553,53.75
