开始时间,结束时间,粒度,云环境,服务器ID,服务器名称,服务器当前使用功率(W),CPU温度(℃)
2023-01-16 12:50:00,2023-01-16 12:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,686,55.0
2023-01-16 12:45:00,2023-01-16 12:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,655,53.0
2023-01-16 12:40:00,2023-01-16 12:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,649,54.25
2023-01-16 12:35:00,2023-01-16 12:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,673,54.75
2023-01-16 12:30:00,2023-01-16 12:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,671,56.0
2023-01-16 12:25:00,2023-01-16 12:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,675,54.75
2023-01-16 12:20:00,2023-01-16 12:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,677,53.75
2023-01-16 12:15:00,2023-01-16 12:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,659,53.5
2023-01-16 12:10:00,2023-01-16 12:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,655,53.25
2023-01-16 12:05:00,2023-01-16 12:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,648,53.5
2023-01-16 12:00:00,2023-01-16 12:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,662,54.5
2023-01-16 11:55:00,2023-01-16 12:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,651,52.25
2023-01-16 11:50:00,2023-01-16 11:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,651,53.0
2023-01-16 11:45:00,2023-01-16 11:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,661,53.25
2023-01-16 11:40:00,2023-01-16 11:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,654,52.75
2023-01-16 11:35:00,2023-01-16 11:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,654,53.0
2023-01-16 11:30:00,2023-01-16 11:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,652,53.25
2023-01-16 11:25:00,2023-01-16 11:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,614,51.0
2023-01-16 11:20:00,2023-01-16 11:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,619,51.5
2023-01-16 11:15:00,2023-01-16 11:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,623,53.5
2023-01-16 11:10:00,2023-01-16 11:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,657,53.5
2023-01-16 11:05:00,2023-01-16 11:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,615,52.5
2023-01-16 11:00:00,2023-01-16 11:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,614,53.0
2023-01-16 10:55:00,2023-01-16 11:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,594,52.75
2023-01-16 10:50:00,2023-01-16 10:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,618,53.5
2023-01-16 10:45:00,2023-01-16 10:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,616,52.5
2023-01-16 10:40:00,2023-01-16 10:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,619,53.0
2023-01-16 10:35:00,2023-01-16 10:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,627,53.25
2023-01-16 10:30:00,2023-01-16 10:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,603,52.75
2023-01-16 10:25:00,2023-01-16 10:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,607,51.75
2023-01-16 10:20:00,2023-01-16 10:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,606,53.0
2023-01-16 10:15:00,2023-01-16 10:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,608,53.0
2023-01-16 10:10:00,2023-01-16 10:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,561,50.5
2023-01-16 10:05:00,2023-01-16 10:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,590,51.75
2023-01-16 10:00:00,2023-01-16 10:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,612,51.75
2023-01-16 09:55:00,2023-01-16 10:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,606,51.25
2023-01-16 09:50:00,2023-01-16 09:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,614,52.5
2023-01-16 09:45:00,2023-01-16 09:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,611,52.25
2023-01-16 09:40:00,2023-01-16 09:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,624,53.0
2023-01-16 09:35:00,2023-01-16 09:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,625,52.25
2023-01-16 09:30:00,2023-01-16 09:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,618,53.5
2023-01-16 09:25:00,2023-01-16 09:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,615,53.25
2023-01-16 09:20:00,2023-01-16 09:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,619,52.25
2023-01-16 09:15:00,2023-01-16 09:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,617,51.75
2023-01-16 09:10:00,2023-01-16 09:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,610,52.5
2023-01-16 09:05:00,2023-01-16 09:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,619,52.25
2023-01-16 09:00:00,2023-01-16 09:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,619,52.75
2023-01-16 08:55:00,2023-01-16 09:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,614,51.0
2023-01-16 08:50:00,2023-01-16 08:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,579,50.25
2023-01-16 08:45:00,2023-01-16 08:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,590,51.5
2023-01-16 08:40:00,2023-01-16 08:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,604,50.25
2023-01-16 08:35:00,2023-01-16 08:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,596,49.75
2023-01-16 08:30:00,2023-01-16 08:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,600,51.0
2023-01-16 08:25:00,2023-01-16 08:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,615,52.0
2023-01-16 08:20:00,2023-01-16 08:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,630,54.0
2023-01-16 08:15:00,2023-01-16 08:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,623,53.5
2023-01-16 08:10:00,2023-01-16 08:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,635,53.0
2023-01-16 08:05:00,2023-01-16 08:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,627,53.25
2023-01-16 08:00:00,2023-01-16 08:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,631,53.5
2023-01-16 07:55:00,2023-01-16 08:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,632,53.75
2023-01-16 07:50:00,2023-01-16 07:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,629,53.75
2023-01-16 07:45:00,2023-01-16 07:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,623,52.75
2023-01-16 07:40:00,2023-01-16 07:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,623,52.5
2023-01-16 07:35:00,2023-01-16 07:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,608,51.5
2023-01-16 07:30:00,2023-01-16 07:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,585,49.5
2023-01-16 07:25:00,2023-01-16 07:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,587,50.75
2023-01-16 07:20:00,2023-01-16 07:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,582,50.0
2023-01-16 07:15:00,2023-01-16 07:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,628,50.5
2023-01-16 07:10:00,2023-01-16 07:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,577,50.0
2023-01-16 07:05:00,2023-01-16 07:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,604,51.5
2023-01-16 07:00:00,2023-01-16 07:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,594,50.75
2023-01-16 06:55:00,2023-01-16 07:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,607,51.0
2023-01-16 06:50:00,2023-01-16 06:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,601,51.0
2023-01-16 06:45:00,2023-01-16 06:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,574,50.25
2023-01-16 06:40:00,2023-01-16 06:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,609,50.75
2023-01-16 06:35:00,2023-01-16 06:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,591,49.75
2023-01-16 06:30:00,2023-01-16 06:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,588,50.25
2023-01-16 06:25:00,2023-01-16 06:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,579,51.25
2023-01-16 06:20:00,2023-01-16 06:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,582,50.0
2023-01-16 06:15:00,2023-01-16 06:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,599,50.75
2023-01-16 06:10:00,2023-01-16 06:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,597,51.5
2023-01-16 06:05:00,2023-01-16 06:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,609,51.25
2023-01-16 06:00:00,2023-01-16 06:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,593,51.0
2023-01-16 05:55:00,2023-01-16 06:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,621,51.25
2023-01-16 05:50:00,2023-01-16 05:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,594,50.0
2023-01-16 05:45:00,2023-01-16 05:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,604,50.5
2023-01-16 05:40:00,2023-01-16 05:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,578,50.75
2023-01-16 05:35:00,2023-01-16 05:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,606,50.75
2023-01-16 05:30:00,2023-01-16 05:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,576,50.0
2023-01-16 05:25:00,2023-01-16 05:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,581,50.5
2023-01-16 05:20:00,2023-01-16 05:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,601,50.75
2023-01-16 05:15:00,2023-01-16 05:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,593,51.0
2023-01-16 05:10:00,2023-01-16 05:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,594,52.25
2023-01-16 05:05:00,2023-01-16 05:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,611,53.0
2023-01-16 05:00:00,2023-01-16 05:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,592,51.75
2023-01-16 04:55:00,2023-01-16 05:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,607,51.5
2023-01-16 04:50:00,2023-01-16 04:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,607,51.0
2023-01-16 04:45:00,2023-01-16 04:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,597,51.0
2023-01-16 04:40:00,2023-01-16 04:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,588,51.25
2023-01-16 04:35:00,2023-01-16 04:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,582,50.75
2023-01-16 04:30:00,2023-01-16 04:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,584,50.5
2023-01-16 04:25:00,2023-01-16 04:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,593,51.0
2023-01-16 04:20:00,2023-01-16 04:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,611,52.5
2023-01-16 04:15:00,2023-01-16 04:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,623,52.75
2023-01-16 04:10:00,2023-01-16 04:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,593,51.75
2023-01-16 04:05:00,2023-01-16 04:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,617,52.5
2023-01-16 04:00:00,2023-01-16 04:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,588,51.75
2023-01-16 03:55:00,2023-01-16 04:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,599,51.0
2023-01-16 03:50:00,2023-01-16 03:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,606,52.0
2023-01-16 03:45:00,2023-01-16 03:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,619,52.75
2023-01-16 03:40:00,2023-01-16 03:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,592,51.75
2023-01-16 03:35:00,2023-01-16 03:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,614,53.0
2023-01-16 03:30:00,2023-01-16 03:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,624,52.0
2023-01-16 03:25:00,2023-01-16 03:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,602,52.5
2023-01-16 03:20:00,2023-01-16 03:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,607,51.5
2023-01-16 03:15:00,2023-01-16 03:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,592,51.5
2023-01-16 03:10:00,2023-01-16 03:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,588,51.75
2023-01-16 03:05:00,2023-01-16 03:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,577,50.5
2023-01-16 03:00:00,2023-01-16 03:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,568,51.5
2023-01-16 02:55:00,2023-01-16 03:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,618,52.0
2023-01-16 02:50:00,2023-01-16 02:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,561,50.75
2023-01-16 02:45:00,2023-01-16 02:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,583,50.75
2023-01-16 02:40:00,2023-01-16 02:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,574,50.75
2023-01-16 02:35:00,2023-01-16 02:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,584,51.25
2023-01-16 02:30:00,2023-01-16 02:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,585,50.5
2023-01-16 02:25:00,2023-01-16 02:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,570,51.25
2023-01-16 02:20:00,2023-01-16 02:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,670,53.25
2023-01-16 02:15:00,2023-01-16 02:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,574,50.5
2023-01-16 02:10:00,2023-01-16 02:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,588,50.5
2023-01-16 02:05:00,2023-01-16 02:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,565,50.5
2023-01-16 02:00:00,2023-01-16 02:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,581,50.25
2023-01-16 01:55:00,2023-01-16 02:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,583,50.5
2023-01-16 01:50:00,2023-01-16 01:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,577,50.25
2023-01-16 01:45:00,2023-01-16 01:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,562,50.0
2023-01-16 01:40:00,2023-01-16 01:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,574,49.75
2023-01-16 01:35:00,2023-01-16 01:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,575,50.75
2023-01-16 01:30:00,2023-01-16 01:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,574,49.25
2023-01-16 01:25:00,2023-01-16 01:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,578,50.0
2023-01-16 01:20:00,2023-01-16 01:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,588,51.75
2023-01-16 01:15:00,2023-01-16 01:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,581,51.25
2023-01-16 01:10:00,2023-01-16 01:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,564,51.0
2023-01-16 01:05:00,2023-01-16 01:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,590,49.75
2023-01-16 01:00:00,2023-01-16 01:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,588,50.5
2023-01-16 00:55:00,2023-01-16 01:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,588,50.75
2023-01-16 00:50:00,2023-01-16 00:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,591,50.25
2023-01-16 00:45:00,2023-01-16 00:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,568,50.0
2023-01-16 00:40:00,2023-01-16 00:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,588,50.25
2023-01-16 00:35:00,2023-01-16 00:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,589,51.0
2023-01-16 00:30:00,2023-01-16 00:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,580,49.0
2023-01-16 00:25:00,2023-01-16 00:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,558,48.25
2023-01-16 00:20:00,2023-01-16 00:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,567,50.25
2023-01-16 00:15:00,2023-01-16 00:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,557,49.25
2023-01-16 00:10:00,2023-01-16 00:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,661,52.0
2023-01-16 00:05:00,2023-01-16 00:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,554,49.25
2023-01-16 00:00:00,2023-01-16 00:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,587,51.0
2023-01-15 23:55:00,2023-01-16 00:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,571,49.25
2023-01-15 23:50:00,2023-01-15 23:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,554,48.75
2023-01-15 23:45:00,2023-01-15 23:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,551,49.25
2023-01-15 23:40:00,2023-01-15 23:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,582,50.0
2023-01-15 23:35:00,2023-01-15 23:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,586,50.0
2023-01-15 23:30:00,2023-01-15 23:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,555,48.75
2023-01-15 23:25:00,2023-01-15 23:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,497,44.5
2023-01-15 23:20:00,2023-01-15 23:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,496,44.25
2023-01-15 23:15:00,2023-01-15 23:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,498,44.5
2023-01-15 23:10:00,2023-01-15 23:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,495,44.5
2023-01-15 23:05:00,2023-01-15 23:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,498,44.0
2023-01-15 23:00:00,2023-01-15 23:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,498,44.25
2023-01-15 22:55:00,2023-01-15 23:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,497,44.0
2023-01-15 22:50:00,2023-01-15 22:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,496,44.0
2023-01-15 22:45:00,2023-01-15 22:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,498,43.5
2023-01-15 22:40:00,2023-01-15 22:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,498,44.0
2023-01-15 22:35:00,2023-01-15 22:40:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,496,44.75
2023-01-15 22:30:00,2023-01-15 22:35:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,498,44.0
2023-01-15 22:25:00,2023-01-15 22:30:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,498,44.0
2023-01-15 22:20:00,2023-01-15 22:25:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,497,44.25
2023-01-15 22:15:00,2023-01-15 22:20:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,496,44.25
2023-01-15 22:10:00,2023-01-15 22:15:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,497,44.0
2023-01-15 22:05:00,2023-01-15 22:10:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,498,44.25
2023-01-15 22:00:00,2023-01-15 22:05:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,498,44.75
2023-01-15 21:55:00,2023-01-15 22:00:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,498,44.0
2023-01-15 21:50:00,2023-01-15 21:55:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,496,44.0
2023-01-15 21:45:00,2023-01-15 21:50:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,492,44.5
2023-01-15 21:40:00,2023-01-15 21:45:00,5 分钟,XAR03,93a40255-817c-4e94-b976-2193b7c8e807,8500-B0503-01,497,44.5
